rank,name,score,AdmissionRate,MatriculationRate,SAT75Equiv,SAT25Equiv,GraduationRate,RetentionRate,Tuition,ExpensesPerStudent,ProfessorSalary,PercentUndergradOutOfState,PercentUndergradForeign,PercentWomen,PercentUndergrad18-24,StudentToFacultyRatio,Enrollment,FulltimeUndergradEnrollment
811,Adelphi University,283414.7,72.4,15.3,1799.1,1483.4,64.0,83.0,30800.0,22802.0,132435.0,8.0,2.0,73,82.0,11,7610,4589
812,University of Mobile,283378.1,58.5,46.6,1635.6,1383.5,41.0,77.0,18690.0,11648.4,50130.0,37.0,5.0,66,76.3,12,1600,1282
813,Campbell University,283347.3,68.1,19.1,1852.0,1198.0,51.0,72.0,26240.0,18370.1,112149.0,15.0,2.0,53,70.0,16,6101,3449
814,Ohio Christian University,283323.0,65.4,63.4,1530.0,1230.0,32.0,64.0,8133.0,6915.4,55215.0,39.0,0.0,62,76.3,10,4058,1613
815,Pennsylvania State University-Penn State Berks,283191.0,88.7,40.2,1655.1,1280.8,57.0,77.0,14240.0,10779.6,96273.0,9.0,4.0,45,76.3,17,2839,2480
816,Marymount University,282998.0,84.0,21.3,1650.0,1343.7,51.0,81.0,26430.0,18920.0,91323.0,41.0,8.0,68,76.0,13,3441,2127
817,Baker University,282925.1,69.5,30.4,1755.5,1394.6,58.0,80.0,25580.0,12851.7,63747.0,39.0,3.0,58,52.0,10,2957,1073
818,University of Charleston,282910.5,60.8,30.8,1603.3,1340.5,35.0,61.0,19700.0,15396.3,61110.0,31.0,11.0,55,70.0,15,2111,1355
819,Park University,282819.4,66.6,29.5,1100.0,1100.0,42.0,75.0,8500.0,6572.9,68895.0,68.0,0.0,48,76.3,12,10792,1180
820,Lamar University,282670.9,78.8,38.9,1590.0,1290.0,33.0,60.0,7429.0,12019.4,94608.0,2.0,1.0,61,76.3,22,14895,6460
821,Husson University,282450.6,72.0,36.1,1569.6,1284.4,42.0,77.0,15130.0,12992.1,92835.0,23.0,1.0,55,76.3,15,2972,1947
822,Widener University-Main Campus,282416.5,65.0,20.6,1688.0,1375.3,53.0,76.0,38028.0,21072.5,86598.0,37.0,0.0,62,83.0,12,4912,2861
823,Salem State University,282407.9,70.6,31.3,1619.1,1332.6,46.0,81.0,8110.0,14453.8,92205.0,4.0,0.0,63,68.0,15,9267,5905
824,Niagara University,282329.7,65.9,26.3,1699.9,1410.0,64.0,84.0,28200.0,15970.0,92511.0,10.0,3.0,62,85.0,13,4015,2833
825,Louisiana College,282258.5,61.1,47.8,1650.0,1290.0,47.0,54.0,14120.0,16366.7,56628.0,5.0,6.0,53,76.3,11,1256,931
826,North Park University,282236.8,54.6,27.8,1706.5,1343.9,53.0,79.0,23350.0,14986.0,78192.0,26.0,4.0,65,80.0,12,3185,1911
827,Maranatha Baptist University,282187.6,75.9,73.7,1100.0,1100.0,45.0,76.0,13120.0,12519.3,45018.0,72.0,0.0,53,76.3,14,1064,676
828,Johnson & Wales University-Providence,282183.6,81.1,20.2,1100.0,1100.0,57.0,79.0,27456.0,16794.3,98820.0,85.0,2.0,59,87.0,24,9955,8529
829,Lake Erie College,282183.6,69.4,30.1,1595.9,1284.1,49.0,67.0,27368.0,16518.5,85599.0,36.0,2.0,51,81.0,14,1155,806
830,Northwood University-Michigan,282182.8,69.5,36.1,1640.9,1340.9,56.0,78.0,22130.0,13388.5,59256.0,19.0,3.0,43,76.3,16,3131,1767
831,Clarke University,282133.8,70.5,19.1,1648.1,1409.3,74.0,73.0,28000.0,17139.3,68670.0,53.0,2.0,70,76.3,8,1200,835
832,Northern Arizona University,282080.3,81.0,19.9,1100.0,1100.0,52.0,74.0,9738.0,16018.7,103752.0,37.0,2.0,59,78.0,18,27705,19173
833,California State University-Los Angeles,281957.0,61.1,17.1,1454.1,1151.4,41.0,84.0,6344.0,11522.0,93762.0,0.0,7.0,58,75.0,27,24488,17745
834,Adams State University,281919.1,65.3,27.5,1594.4,1245.0,21.0,58.0,7449.0,12189.9,60930.0,30.0,0.0,55,77.0,15,3154,1805
835,Metropolitan State University of Denver,281780.1,65.1,47.5,1596.4,1293.8,24.0,63.0,5744.0,6845.7,87678.0,2.0,0.0,54,55.0,19,21674,12718
836,Northwest University,281702.9,96.1,43.3,1708.6,1322.0,53.0,74.0,25934.0,14089.5,68868.0,29.0,2.0,59,76.3,13,1862,1287
837,Lewis & Clark College,281675.7,66.6,13.5,1100.0,1100.0,79.0,84.0,41928.0,29760.2,118629.0,87.0,3.0,60,95.0,12,3504,2156
838,Grambling State University,281654.6,44.0,31.9,1418.0,1162.0,30.0,68.0,5950.0,17632.9,69462.0,36.0,1.0,62,80.0,20,4504,3264
839,Waynesburg University,281605.2,83.6,27.7,1652.2,1363.8,59.0,82.0,20540.0,18311.3,74565.0,20.0,0.0,62,76.3,13,2039,1414
840,Elizabeth City State University,281581.8,49.0,28.4,1400.5,1210.9,39.0,68.0,4429.0,29804.8,75024.0,7.0,1.0,59,80.0,14,1867,1633
841,Concordia University-Portland,281514.2,52.6,14.7,1749.2,1350.0,55.0,68.0,27492.0,15287.7,75213.0,60.0,1.0,77,73.0,17,7435,1075
842,DeSales University,281486.8,79.6,19.3,1735.0,1351.0,71.0,84.0,31250.0,15380.7,80487.0,32.0,0.0,61,76.3,14,3190,1794
843,Southern University and A & M College,281426.8,53.6,59.3,1470.0,1230.0,32.0,70.0,6630.0,19090.5,69894.0,15.0,0.0,66,76.3,17,6330,4446
844,Alabama A & M University,281360.9,52.6,23.2,1356.5,1101.8,35.0,66.0,7182.0,23157.0,79677.0,31.0,0.0,55,76.3,20,5333,3930
845,Otterbein University,281295.0,75.3,28.9,1784.6,1475.1,59.0,78.0,31424.0,20267.9,77085.0,12.0,0.0,63,76.3,10,2791,2128
846,Indiana University-Southeast,281206.9,80.3,60.0,1578.6,1278.6,32.0,62.0,6700.0,8448.7,76968.0,20.0,0.0,59,66.0,14,6442,3587
847,Concordia University-Irvine,281084.2,86.1,18.4,1751.7,1356.1,56.0,79.0,29630.0,12158.0,76770.0,18.0,5.0,58,84.0,10,4311,1760
848,Georgetown College,281074.6,88.8,14.7,1815.3,1465.9,55.0,67.0,32310.0,21559.5,67302.0,23.0,0.0,60,76.3,9,1262,950
849,Berklee College of Music,280995.7,40.4,39.3,1100.0,1100.0,49.0,84.0,37586.0,34373.2,95805.0,59.0,33.0,32,83.0,12,4908,4187
850,Le Moyne College,280835.4,66.0,16.4,1765.5,1439.3,72.0,86.0,30460.0,17756.4,100611.0,6.0,1.0,59,76.3,13,3381,2500
851,Union College,280725.4,75.2,23.0,1590.0,1290.0,32.0,62.0,22000.0,14859.2,46008.0,33.0,7.0,52,84.0,13,1139,782
852,University of Maryland-University College,280629.0,100.0,0.0,1100.0,1100.0,8.0,28.0,6552.0,7459.1,62550.0,56.0,3.0,49,76.3,22,47906,8261
853,Elmira College,280491.2,82.2,17.4,1784.0,1426.8,58.0,82.0,38150.0,23136.8,68661.0,44.0,4.0,70,76.3,12,1482,1177
854,Art Center College of Design,280429.0,80.9,40.3,1100.0,1100.0,67.0,76.0,36480.0,48956.5,72414.0,12.0,28.0,49,76.3,9,2045,1578
855,Friends University,280416.5,61.4,43.5,1710.0,1351.4,34.0,68.0,23430.0,17358.5,63486.0,21.0,0.0,58,76.3,19,1882,1024
856,Hiram College,280370.7,62.1,20.8,1700.9,1287.0,63.0,69.0,30290.0,21963.9,58059.0,18.0,2.0,53,81.0,11,1259,1068
857,Briar Cliff University,280336.8,61.7,18.8,1647.2,1344.3,47.0,54.0,26650.0,15694.0,62514.0,58.0,5.0,59,69.0,12,1135,774
858,California State University-San Bernardino,280280.7,84.4,24.9,1462.8,1180.6,48.0,88.0,6550.0,12774.7,91404.0,0.0,2.0,62,79.0,30,18952,14796
859,Wayland Baptist University,280206.2,97.7,60.9,1586.3,1241.1,32.0,45.0,12550.0,10233.8,46044.0,10.0,0.0,50,76.3,10,5536,1069
860,Saint Anselm College,280151.1,76.1,19.3,1100.0,1100.0,75.0,90.0,35204.0,27518.5,92511.0,79.0,0.0,60,97.0,11,1968,1915
861,Augsburg College,280073.7,68.0,20.6,1776.0,1415.1,63.0,75.0,33209.0,17461.9,80910.0,17.0,5.0,58,71.0,12,3548,2002
862,Pennsylvania State University-Penn State Abington,279970.2,79.3,28.9,1637.8,1242.2,47.0,82.0,13608.0,8033.2,101601.0,7.0,9.0,53,76.3,20,3952,3117
863,Framingham State University,279947.8,62.3,24.9,1650.0,1381.8,51.0,75.0,8080.0,10768.0,88956.0,3.0,0.0,68,83.0,16,6499,3928
864,Clarion University of Pennsylvania,279877.1,92.7,48.7,1547.6,1240.4,50.0,74.0,9404.0,17108.4,109017.0,5.0,0.0,65,81.0,19,5712,4018
865,Coker College,279707.8,50.9,33.7,1631.1,1332.9,49.0,64.0,24579.0,16002.8,60858.0,38.0,5.0,61,76.3,12,1219,967
866,Southwestern College,279525.3,87.9,31.9,1680.0,1321.9,54.0,66.0,23886.0,14353.7,54306.0,43.0,14.0,45,45.0,8,1627,557
867,Montana State University-Northern,279509.6,100.0,47.8,1540.5,1190.9,26.0,59.0,5480.0,16660.4,58050.0,17.0,1.0,50,69.0,14,1230,885
868,University of the Cumberlands,279421.2,66.3,26.3,1695.4,1393.0,36.0,60.0,20000.0,6748.6,52371.0,36.0,5.0,64,76.3,16,5736,1697
869,Aquinas College,279297.6,65.1,21.1,1770.0,1470.0,52.0,78.0,26460.0,15748.2,62406.0,5.0,1.0,62,88.0,13,1933,1570
870,University of West Alabama,279185.1,72.0,47.9,1590.0,1350.0,33.0,65.0,7660.0,14195.3,70920.0,19.0,2.0,70,76.3,15,3989,1694
871,University of Saint Mary,279133.1,47.5,30.8,1640.4,1339.3,35.0,69.0,23170.0,13236.0,62982.0,56.0,0.0,66,76.3,9,1436,593
872,Chaminade University of Honolulu,279031.1,85.6,30.4,1548.6,1312.9,49.0,76.0,20090.0,14872.5,83070.0,42.0,2.0,65,76.3,11,2756,1674
873,Cumberland University,279007.1,46.4,53.8,1700.6,1406.1,37.0,62.0,20200.0,13944.1,62073.0,16.0,3.0,57,66.0,14,1481,984
874,Cheyney University of Pennsylvania,278854.9,100.0,0.0,1100.0,1100.0,26.0,55.0,8806.0,37763.2,108999.0,41.0,1.0,50,87.0,14,1022,936
875,Smith College,278675.4,42.2,32.7,1100.0,1100.0,87.0,94.0,43114.0,60695.8,130923.0,65.0,19.0,98,94.0,9,2989,2544
876,Prairie View A & M University,278574.6,39.1,37.7,1394.2,1157.4,38.0,67.0,6764.0,19489.2,88002.0,7.0,0.0,61,86.0,18,8429,6313
877,Eastern University,278566.6,62.2,34.0,1729.1,1382.8,61.0,78.0,28090.0,15239.5,73998.0,34.0,4.0,69,68.0,11,3762,1992
878,University of Washington-Tacoma Campus,278518.3,84.5,37.2,1632.6,1307.0,55.0,71.0,11902.0,13109.4,112833.0,1.0,1.0,54,65.0,16,4477,3297
879,Trine University,278415.0,76.0,24.5,1778.5,1442.7,54.0,72.0,28930.0,10557.5,104661.0,32.0,1.0,42,64.0,11,2831,1622
880,Graceland University-Lamoni,278270.3,49.8,26.1,1546.5,1246.5,54.0,60.0,23530.0,13683.9,55899.0,70.0,5.0,67,71.0,13,2406,1255
881,Virginia State University,277966.7,80.1,19.1,1373.5,1131.3,42.0,61.0,7784.0,19126.9,86238.0,28.0,0.0,60,90.0,14,5025,4284
882,Malone University,277875.4,71.7,33.0,1710.0,1401.3,51.0,70.0,25678.0,15630.2,66096.0,18.0,2.0,60,76.3,12,1962,1332
883,University of Puerto Rico-Bayamon,277778.9,25.9,88.6,1100.0,1100.0,35.0,86.0,2212.0,12125.2,61002.0,0.0,0.0,52,89.0,23,4974,4275
884,William Woods University,277597.9,76.3,34.1,1755.4,1344.8,53.0,76.0,20650.0,10378.7,53298.0,30.0,3.0,68,76.3,10,2031,850
885,Benedictine University,277427.2,77.2,34.1,1710.0,1350.0,51.0,73.0,25516.0,14733.3,93834.0,19.0,1.0,64,74.0,13,6307,3072
886,William Jessup University,277422.5,75.8,50.1,1681.5,1321.5,67.0,79.0,24040.0,16669.4,69318.0,8.0,0.0,59,76.3,13,1212,952
887,Thomas More College,277352.8,93.3,24.8,1587.6,1333.0,46.0,71.0,27345.0,13525.5,66033.0,49.0,1.0,51,62.0,15,1655,1214
888,Cornerstone University,277346.7,68.8,18.4,1717.9,1407.1,45.0,76.0,24168.0,12678.6,62658.0,19.0,0.0,57,76.3,20,2770,1481
889,Auburn University at Montgomery,277193.2,80.2,36.0,1649.2,1350.1,22.0,65.0,8750.0,15580.2,85887.0,9.0,1.0,64,72.0,15,5057,3081
890,Armstrong State University,277166.8,68.0,49.2,1638.8,1372.5,30.0,70.0,5085.0,11262.8,72621.0,3.0,1.0,68,69.0,17,7094,4701
891,Kean University,276991.5,70.4,37.3,1503.8,1213.8,48.0,75.0,10918.0,15019.7,110583.0,5.0,1.0,63,72.0,17,14359,9283
892,University of Baltimore,276867.8,62.0,72.5,1540.0,1200.0,43.0,79.0,7838.0,16070.0,129609.0,6.0,1.0,58,48.0,15,6422,2089
893,St Thomas University,276690.3,84.9,22.0,1525.9,1217.6,33.0,72.0,26370.0,23141.7,115794.0,21.0,20.0,55,76.3,12,2217,878
894,University of South Carolina-Aiken,276663.0,65.5,46.7,1607.7,1290.0,39.0,66.0,9308.0,11704.2,76734.0,12.0,0.0,63,78.0,15,3444,2493
895,McKendree University,276627.9,61.2,35.1,1714.7,1403.7,56.0,76.0,26050.0,11789.0,76338.0,23.0,2.0,58,62.0,14,3131,1950
896,La Salle University,276610.9,78.2,20.5,1650.0,1328.5,66.0,81.0,38200.0,18300.0,115119.0,37.0,1.0,66,82.0,12,6242,3583
897,Grand View University,276468.9,98.7,36.6,1590.0,1286.0,47.0,71.0,22628.0,13848.0,65952.0,26.0,4.0,56,76.3,13,2064,1679
898,Pennsylvania State University-Penn State Worthington Scranton,276358.3,76.1,47.5,1618.7,1265.7,46.0,70.0,13486.0,13716.3,101358.0,3.0,1.0,53,76.3,16,1126,926
899,Clark Atlanta University,276063.3,84.7,16.5,1402.2,1162.2,41.0,61.0,21100.0,21130.3,71613.0,70.0,2.0,74,94.0,17,3485,2441
900,MidAmerica Nazarene University,276016.3,69.0,30.9,1676.2,1325.6,50.0,67.0,22290.0,15437.7,63009.0,44.0,1.0,64,62.0,7,1870,1026
901,Palmer College of Chiropractic,275919.8,100.0,100.0,1100.0,1100.0,53.4,75.4,8388.0,28718.7,68364.0,28.1,3.5,39,53.0,4,2181,30
902,Lynchburg College,275899.9,66.7,13.9,1634.5,1342.3,56.0,70.0,33565.0,18289.8,78894.0,37.0,0.0,62,87.0,11,2736,1996
903,Manchester University,275863.5,74.3,22.7,1650.0,1340.3,55.0,69.0,27920.0,20609.9,77940.0,13.0,2.0,53,76.3,15,1488,1248
904,University of Maryland Eastern Shore,275837.4,61.3,30.3,1383.3,1125.0,37.0,73.0,6998.0,19397.4,84690.0,19.0,1.0,56,76.3,14,4279,3192
905,Monmouth College,275694.4,69.1,20.1,1715.1,1356.3,56.0,74.0,31500.0,20689.3,74925.0,11.0,4.0,54,76.3,12,1300,1279
906,Rhode Island College,275615.4,65.5,34.6,1535.7,1216.9,43.0,79.0,7602.0,13987.0,77391.0,18.0,0.0,69,74.0,15,8641,5616
907,Muhlenberg College,275482.3,52.8,23.7,1100.0,1100.0,86.0,91.0,42755.0,29735.6,100350.0,74.0,3.0,60,90.0,11,2440,2299
908,Stevenson University,275291.6,62.3,21.8,1630.2,1338.2,63.0,79.0,27082.0,18662.9,86166.0,26.0,0.0,66,76.3,15,4322,3203
909,Bluffton University,275282.3,56.0,16.8,1711.0,1350.0,60.0,70.0,28504.0,16681.3,61812.0,12.0,0.0,51,78.0,12,1094,796
910,Becker College,275256.5,62.5,20.0,1684.5,1355.0,31.0,67.0,31500.0,16726.3,73566.0,47.0,1.0,59,73.0,16,2021,1567
911,College of Saint Benedict,275202.9,82.2,37.3,1931.8,1579.4,81.0,88.0,37926.0,24986.0,91620.0,14.0,3.0,100,98.0,12,2020,1992
912,St Francis College,275074.1,77.0,26.7,1570.0,1250.0,55.0,81.0,20700.0,17202.3,83637.0,8.0,2.0,56,83.0,17,2749,2414
913,Anderson University,275057.5,71.5,40.1,1689.5,1393.9,52.0,77.0,22790.0,10609.0,46125.0,23.0,0.0,66,76.0,14,3112,2286
914,University of Minnesota-Crookston,274966.4,72.0,41.4,1638.9,1351.5,48.0,66.0,11448.0,8897.3,80586.0,24.0,3.0,53,42.0,21,2850,1349
915,Dillard University,274920.5,40.6,13.0,1422.2,1211.7,36.0,75.0,16094.0,32488.6,76635.0,35.0,2.0,73,90.0,14,1200,1138
916,Mount Vernon Nazarene University,274881.4,76.0,40.1,1702.9,1405.9,58.0,82.0,23690.0,14530.1,62658.0,9.0,0.0,64,76.3,14,2137,1392
917,North Carolina Central University,274866.7,43.2,19.0,1431.1,1223.0,47.0,77.0,5526.0,19674.3,94095.0,14.0,0.0,67,74.0,15,7687,5035
918,Walsh University,274808.2,80.7,37.4,1702.9,1400.5,55.0,76.0,25840.0,14182.3,75915.0,11.0,3.0,63,76.3,13,2919,1903
919,Marist College,274755.8,38.5,30.0,1100.0,1100.0,78.0,91.0,31290.0,20464.3,111150.0,54.0,3.0,58,87.0,16,6356,4876
920,Roberts Wesleyan College,274632.6,68.8,40.9,1755.3,1424.7,63.0,80.0,27364.0,18242.7,64035.0,10.0,5.0,71,76.3,13,1762,1220
921,Upper Iowa University,274488.0,69.9,23.6,1590.0,1230.0,38.0,67.0,24400.0,9907.2,54810.0,22.0,30.0,60,76.3,18,5162,2684
922,Fairfield University,274405.6,71.5,14.8,1100.0,1100.0,80.0,89.0,42920.0,27534.5,117000.0,75.0,2.0,60,92.0,11,5123,3688
923,University of Puerto Rico-Humacao,274285.5,48.5,93.9,1100.0,1100.0,44.0,91.0,2019.0,17625.6,48294.0,0.0,0.0,63,92.0,16,3628,3258
924,Northwestern State University of Louisiana,274152.6,73.0,52.9,1650.0,1403.7,38.0,68.0,6207.0,10192.8,70911.0,1.0,1.0,69,59.0,20,9002,4927
925,Saint Joseph's College-New York,274062.5,70.7,23.9,1698.3,1386.5,68.0,83.0,21878.0,16858.6,106596.0,2.0,0.0,68,76.3,11,4979,3260
926,DePaul University,274039.6,69.9,18.6,1100.0,1100.0,71.0,87.0,33990.0,21085.3,131175.0,37.0,1.0,53,81.0,17,23799,13643
927,Methodist University,274025.4,55.9,21.2,1607.0,1271.6,34.0,63.0,27830.0,15443.2,73629.0,37.0,7.0,46,73.0,12,2461,1994
928,Texas A & M University-Kingsville,274020.8,83.6,20.4,1504.8,1243.9,35.0,64.0,6940.0,13087.5,81756.0,1.0,1.0,51,60.0,20,13246,6270
929,Ashland University,273953.5,72.6,26.2,1711.3,1406.1,57.0,77.0,29852.0,14462.5,73017.0,7.0,0.0,54,66.0,13,5428,2562
930,Aurora University,273913.0,81.1,31.4,1650.0,1351.6,58.0,71.0,20720.0,11367.4,92628.0,20.0,0.0,68,81.0,16,5084,2832
931,Columbia College-Chicago,273854.1,88.5,24.7,1100.0,1100.0,43.0,71.0,22792.0,20323.9,101799.0,51.0,2.0,56,89.0,13,9440,8172
932,Wingate University,273781.3,75.1,11.8,1637.1,1360.0,51.0,72.0,25040.0,15984.1,75132.0,21.0,4.0,59,76.3,15,3034,1891
933,The University of Findlay,273680.2,72.0,31.7,1662.5,1410.0,55.0,80.0,29798.0,12283.4,75240.0,26.0,0.0,61,67.0,16,5172,2613
934,Muskingum University,273646.8,76.4,25.0,1665.0,1337.2,53.0,71.0,23662.0,15004.9,96984.0,9.0,3.0,58,82.0,13,2074,1387
935,West Virginia State University,273643.6,41.4,38.6,1524.2,1277.3,25.0,58.0,5932.0,14313.5,65475.0,22.0,1.0,55,56.0,16,2884,1950
936,Madonna University,273628.8,58.6,35.4,1770.0,1349.1,50.0,80.0,16340.0,11017.3,78678.0,2.0,6.0,70,76.3,11,3947,1550
937,Alcorn State University,273585.2,78.4,31.7,1414.8,1171.6,40.0,76.0,6108.0,20526.1,75483.0,22.0,1.0,66,77.0,16,3639,2570
938,University of Mary Hardin-Baylor,273486.8,79.9,12.6,1735.1,1446.7,48.0,68.0,25200.0,15380.6,78273.0,3.0,1.0,59,80.0,17,3740,2840
939,Clark University,273365.1,54.0,13.9,1100.0,1100.0,78.0,88.0,39550.0,25564.7,112626.0,51.0,15.0,57,98.0,10,3423,2213
940,Beloit College,273326.9,69.3,18.9,1100.0,1100.0,80.0,85.0,41250.0,33257.8,76140.0,74.0,12.0,58,76.3,10,1303,1249
941,Oklahoma Wesleyan University,273288.8,62.7,11.6,1690.2,1290.0,37.0,62.0,22252.0,12547.0,52335.0,44.0,8.0,63,76.3,15,1345,602
942,Texas A & M University-Texarkana,273280.7,47.5,36.6,1510.1,1154.5,53.4,56.0,5578.0,19038.5,97902.0,16.0,0.0,63,76.3,15,1865,978
943,Fontbonne University,273134.5,90.6,50.9,1713.6,1415.9,48.0,68.0,22684.0,16154.9,71919.0,22.0,5.0,70,65.0,11,1819,899
944,The College of Saint Scholastica,273113.7,66.2,20.7,1821.5,1472.6,61.0,84.0,31612.0,16338.4,82017.0,15.0,6.0,72,70.0,14,4204,2317
945,Tusculum College,273067.6,71.9,15.7,1617.4,1328.8,36.0,62.0,22250.0,13643.1,51309.0,44.0,3.0,55,62.0,15,1921,1608
946,Young Harris College,273045.7,50.3,38.0,1630.0,1330.0,46.0,68.0,25105.0,20077.0,73098.0,8.0,6.0,58,76.3,11,1218,1186
947,Gardner-Webb University,272984.6,67.1,21.9,1704.3,1347.1,54.0,74.0,25830.0,12707.1,65421.0,29.0,1.0,67,76.3,13,4470,2123
948,Louisiana State University-Alexandria,272882.9,54.5,78.3,1588.2,1346.3,21.0,64.0,5337.0,7909.2,58860.0,6.0,3.0,69,76.3,19,2702,1549
949,East Texas Baptist University,272765.5,56.0,40.8,1543.8,1296.9,38.0,61.0,22590.0,15998.1,61173.0,9.0,2.0,52,87.0,14,1299,1113
950,St Lawrence University,272710.6,47.6,29.2,1100.0,1100.0,85.0,90.0,46040.0,36893.5,104625.0,52.0,11.0,54,76.3,11,2419,2282
951,Hobart William Smith Colleges,272514.7,47.5,26.5,1100.0,1100.0,79.0,87.0,46165.0,35681.0,114336.0,60.0,6.0,52,76.3,11,2425,2362
952,Howard Payne University,272415.5,82.1,34.8,1598.4,1316.3,45.0,54.0,23200.0,17825.4,59382.0,3.0,0.0,49,87.0,10,1137,945
953,Waldorf College,272309.6,68.9,28.9,1487.5,1230.0,33.0,54.0,20316.0,8494.9,56799.0,63.0,14.0,37,76.3,26,1426,1120
954,Savannah State University,272182.5,77.6,47.9,1366.5,1161.8,28.0,67.0,5415.0,12214.5,68445.0,6.0,2.0,57,89.0,20,4915,4196
955,Marian University,272138.8,56.4,28.0,1719.7,1376.5,54.0,74.0,28400.0,22393.6,67770.0,13.0,2.0,63,65.0,13,2771,1710
956,Molloy College,272126.2,75.4,19.9,1732.5,1485.0,70.0,90.0,25710.0,19254.8,99054.0,5.0,0.0,76,75.0,10,4497,2679
957,Roosevelt University,272122.4,77.6,14.7,1711.1,1408.9,30.0,65.0,26500.0,18693.6,96966.0,24.0,2.0,66,71.0,11,6069,2953
958,Grand Canyon University,271992.9,57.6,21.7,1100.0,1100.0,28.0,62.0,17000.0,7996.2,72990.0,63.0,0.0,75,76.3,19,62304,10482
959,Mississippi University for Women,271981.9,93.6,36.1,1617.3,1322.2,39.0,69.0,5640.0,15564.4,63603.0,17.0,12.0,81,76.3,14,2696,2065
960,Texas A & M University-Commerce,271975.8,47.8,32.1,1554.1,1157.8,52.0,68.0,5633.0,11580.7,75978.0,1.0,0.0,60,65.0,18,12111,5482
961,Newman University,271965.0,52.8,13.3,1802.2,1402.5,48.0,72.0,23650.0,6010.1,62055.0,18.0,9.0,65,76.3,14,3687,1045
962,Ringling College of Art and Design,271963.2,85.2,27.6,1100.0,1100.0,66.0,83.0,38540.0,40192.5,89012.8,48.0,23.0,60,76.3,11,1219,1170
963,Baptist Memorial College of Health Sciences,271935.1,53.7,42.2,1710.0,1590.0,43.0,73.0,10036.0,13281.9,73728.0,25.0,0.0,91,76.3,12,1170,526
964,Mills College,271823.3,76.1,13.2,1887.7,1537.7,72.0,71.0,41494.0,39493.0,107307.0,20.0,1.0,91,80.0,11,1542,875
965,Lesley University,271820.4,71.5,15.1,1770.0,1452.4,58.0,76.0,32375.0,18122.5,87210.0,40.0,2.0,82,76.3,10,4859,1383
966,Bethel University,271809.4,57.4,53.7,1530.0,1230.0,36.0,56.0,15714.0,10036.3,63117.0,16.0,3.0,59,76.3,12,6229,3445
967,Point University,271801.6,51.9,56.8,1491.6,1244.4,37.0,48.0,17400.0,11799.4,51543.0,31.0,2.0,56,76.3,20,1522,1173
968,Glenville State College,271714.9,46.6,57.1,1467.1,1209.5,32.0,65.0,6384.0,10946.4,70713.0,15.0,0.0,42,76.3,16,1802,1038
969,Saint Josephs College,271570.5,66.4,20.7,1659.4,1311.6,46.0,74.0,27350.0,16341.3,61596.0,25.0,1.0,60,84.0,11,1166,1012
970,Black Hills State University,271536.7,94.1,40.0,1533.8,1289.2,33.0,63.0,7617.0,9590.3,75618.0,30.0,0.0,65,67.0,20,4489,2279
971,University of North Carolina at Pembroke,271437.4,73.3,36.3,1500.1,1284.0,34.0,68.0,5144.0,13254.0,77382.0,3.0,1.0,62,72.0,15,6269,4400
972,University of Puerto Rico-Ponce,271408.4,73.6,90.3,1100.0,1100.0,38.0,86.0,2019.0,12207.6,55701.0,0.0,0.0,56,92.0,18,3230,3028
973,Lawrence Technological University,271255.1,57.4,25.7,1880.0,1486.5,44.0,82.0,28948.0,14082.3,68346.0,13.0,1.0,25,76.3,11,4015,1596
974,The University of Texas at El Paso,271062.7,99.9,45.5,1100.0,1100.0,38.0,68.0,7255.0,15752.3,110151.0,2.0,6.0,54,74.0,20,23079,13106
975,Georgia Southwestern State University,270923.8,69.6,47.9,1590.0,1309.8,32.0,70.0,5035.0,12596.1,61731.0,2.0,3.0,63,67.0,16,2666,1752
976,Avila University,270910.9,52.0,21.5,1695.2,1392.5,49.0,71.0,24950.0,14396.8,70785.0,28.0,5.0,65,68.0,12,1907,1151
977,Plymouth State University,270792.7,75.2,20.9,1100.0,1100.0,58.0,74.0,12610.0,14842.2,88308.0,47.0,1.0,52,76.3,16,4855,3477
978,Texas A & M International University,270650.5,46.7,32.2,1477.9,1230.0,45.0,76.0,5818.0,11854.4,96309.0,1.0,2.0,59,67.0,21,7554,4279
979,University of Indianapolis,270501.8,66.5,21.1,1697.9,1350.0,52.0,74.0,24660.0,16291.2,82188.0,9.0,3.0,67,78.0,11,5442,3364
980,Schreiner University,270460.8,93.5,26.6,1650.0,1343.7,43.0,67.0,22484.0,18463.5,64188.0,0.0,0.0,57,88.0,14,1128,1011
981,Viterbo University,270425.7,69.1,28.3,1769.9,1467.8,48.0,71.0,23330.0,12346.4,68967.0,30.0,2.0,73,64.0,11,2804,1539
982,Pennsylvania State University-Penn State Brandywine,270420.8,84.8,38.8,1631.5,1294.4,43.0,73.0,13608.0,10571.6,103185.0,6.0,3.0,41,76.3,15,1488,1272
983,Virginia Union University,270389.7,23.9,17.6,1290.0,1031.9,26.0,50.0,15130.0,15557.8,57978.0,55.0,0.0,54,94.0,14,1715,1286
984,The University of Texas of the Permian Basin,270318.8,87.0,46.3,1570.1,1306.7,34.0,69.0,5250.0,15089.2,84564.0,3.0,1.0,59,48.0,18,5560,2023
985,Missouri Baptist University,270129.3,60.2,42.4,1590.0,1335.0,44.0,63.0,21790.0,5183.8,56277.0,32.0,0.0,63,76.3,20,5322,1389
